Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Canada,CAN,Imports of goods and services (% of GDP),18.13555927,18.05176693,17.79289882,17.44946007,18.15451673,18.65312117,19.30630827,19.2523871,19.98266478,21.14291917,19.38059594,19.40821551,20.35352044,21.33904857,23.88963479,23.70728561,22.40859316,22.89373924,24.18568081,25.7979202,25.70881036,25.67191743,21.35878151,21.71764465,24.48641261,25.26828289,26.05281724,24.83363232,25.28711517,24.99469378,24.89491296,24.86482003,26.53756395,29.11276806,31.61909901,32.99238938,33.19035779,36.24187135,38.11404094,38.31676052,38.62025799,36.37011675,35.69828795,33.01560007,32.89259588,32.91473422,32.65183718,32.03887814,32.60109515,29.91249645,30.98877285,31.76399864,32.18353222,31.81005643,32.60296795,33.96920642,
Canada,CAN,Imports of goods and services (annual % growth),,0.25275099,2.319527716,2.661192773,13.14104913,12.64941044,13.44761701,5.459957308,10.35977083,12.92917476,-1.821426362,6.558534972,14.37342088,14.49134838,10.14091639,-3.045556555,6.28980697,-0.39922462,3.010433758,6.954513791,-3.171242869,2.553336228,-15.97332219,10.16569101,17.48892252,8.390632749,6.601084922,5.430722735,13.60172665,5.840907965,1.948901527,2.590269287,5.139803488,7.492718557,8.306621556,5.828393933,5.360619258,14.38155782,5.339525751,8.064432699,8.500184416,-4.908316156,1.819710055,4.22889307,8.479780279,7.31461597,5.304708745,5.750892542,0.858686631,-12.44928421,13.77428846,5.574454719,3.594010369,1.649814681,2.150671312,0.336236714,
Canada,CAN,"Imports of goods and services (BoP, current US$)",7442059907,7390239078,7499206323,7750294871,8795228820,10028875987,11621879199,12433442377,14099949372,16395094886,16983540731,19217898454,22965566223,27934505466,38251446019,41168607329,46229487885,48395640865,52744318666,62610797757,70259332206,78612122445,66973688737,73940426215,87033545327,92152462469,98344119873,1.07138E+11,1.28315E+11,1.41218E+11,1.47836E+11,1.51778E+11,1.5726E+11,1.68038E+11,1.82743E+11,1.99263E+11,2.08644E+11,2.36523E+11,2.40946E+11,2.59148E+11,2.86677E+11,2.67946E+11,2.7068E+11,2.95062E+11,3.36972E+11,3.85068E+11,4.29677E+11,4.70999E+11,5.07603E+11,4.11978E+11,5.00137E+11,5.68295E+11,5.87092E+11,5.86154E+11,5.84699E+11,5.28089E+11,
Canada,CAN,Imports of goods and services (constant 2010 US$),34918870053,35007127843,35819127875,36772343918,41604615698,46867354299,53169896606,56072950262,61881979405,69882808668,68609944768,73109751990,83618124345,95735518055,1.05444E+11,1.02233E+11,1.08663E+11,1.08229E+11,1.11487E+11,1.19241E+11,1.15459E+11,1.18407E+11,99493683557,1.09608E+11,1.28777E+11,1.39582E+11,1.48796E+11,1.56877E+11,1.78215E+11,1.88624E+11,1.923E+11,1.97282E+11,2.07421E+11,2.22963E+11,2.41484E+11,2.55558E+11,2.69258E+11,3.07981E+11,3.24426E+11,3.50589E+11,3.8039E+11,3.61719E+11,3.68301E+11,3.83876E+11,4.16428E+11,4.46888E+11,4.70595E+11,4.97658E+11,5.01931E+11,4.39444E+11,4.99975E+11,5.27846E+11,5.46816E+11,5.55838E+11,5.67792E+11,5.69701E+11,
Canada,CAN,Imports of goods and services (constant LCU),35973419928,36064343103,36900865537,37882868704,42861075092,48282748399,54775627484,57766353359,63750815183,71993269490,70681965100,75317666500,86143391700,98626730700,1.08628E+11,1.0532E+11,1.11944E+11,1.11498E+11,1.14854E+11,1.22842E+11,1.18946E+11,1.21983E+11,1.02498E+11,1.12918E+11,1.32666E+11,1.43798E+11,1.5329E+11,1.61615E+11,1.83597E+11,1.94321E+11,1.98108E+11,2.03239E+11,2.13686E+11,2.29696E+11,2.48776E+11,2.63276E+11,2.77389E+11,3.17282E+11,3.34224E+11,3.61177E+11,3.91878E+11,3.72643E+11,3.79424E+11,3.95469E+11,4.29004E+11,4.60384E+11,4.84807E+11,5.12687E+11,5.1709E+11,4.52716E+11,5.15074E+11,5.43787E+11,5.6333E+11,5.72624E+11,5.84939E+11,5.86906E+11,
Canada,CAN,Imports of goods and services (current LCU),7227334656,7455503360,7982892544,8404203520,9572065280,10840000512,12554000384,13450999808,15235000320,17731999744,17799649000,19455732000,22783870100,28025637600,37477988900,41920164800,45642608300,51522252300,60317760600,73455620500,82317012600,94247000000,82610000000,91147000000,1.12697E+11,1.25855E+11,1.36634E+11,1.4203E+11,1.57893E+11,1.67221E+11,1.72521E+11,1.73868E+11,1.90014E+11,2.16776E+11,2.49635E+11,2.73498E+11,2.84449E+11,3.27591E+11,3.57241E+11,3.84875E+11,4.25742E+11,4.14803E+11,4.24614E+11,4.12799E+11,4.37859E+11,4.66411E+11,4.87233E+11,5.04142E+11,5.38871E+11,4.68838E+11,5.15074E+11,5.62198E+11,5.86644E+11,6.03606E+11,6.46555E+11,6.74694E+11,
Canada,CAN,Imports of goods and services (current US$),7452527623,7359338827,7469254670,7792434890,8874461306,10055817479,11653023568,12469546116,14139540131,16467693333,17034787061,19266916221,23016335084,28022835316,38321052045,41211329925,46290677789,48445935402,52877847462,62707546952,70404560896,78611226958,66961173705,73958941902,87017990889,92167704138,98333213386,1.07112E+11,1.28295E+11,1.41234E+11,1.47858E+11,1.51757E+11,1.57205E+11,1.6803E+11,1.82802E+11,1.99284E+11,2.08617E+11,2.36596E+11,2.4081E+11,2.59053E+11,2.86676E+11,2.67822E+11,2.70575E+11,2.94625E+11,3.36556E+11,3.84891E+11,4.29507E+11,4.69362E+11,5.05034E+11,4.10146E+11,4.99975E+11,5.68164E+11,5.87121E+11,5.86141E+11,5.84533E+11,5.27476E+11,
Canada,CAN,"Imports of goods, services and primary income (BoP, current US$)",8338594930,8579028979,8864765389,9281665273,10330401290,12172696982,13837851367,14947020771,16774379349,19548215288,20523492257,23476670387,27524847834,34411700693,46834079463,49525881636,55433988437,58648746506,65606503545,79665720777,88890748824,1.03002E+11,88753779501,95651709571,1.11289E+11,1.15828E+11,1.21493E+11,1.34262E+11,1.60277E+11,1.76526E+11,1.83662E+11,1.83481E+11,1.87396E+11,2.00616E+11,2.1827E+11,2.41978E+11,2.50534E+11,2.8266E+11,2.84183E+11,3.05195E+11,3.35143E+11,3.1152E+11,3.10933E+11,3.39649E+11,3.87656E+11,4.48188E+11,5.04125E+11,5.61007E+11,5.97248E+11,4.78806E+11,5.8466E+11,6.62881E+11,6.8555E+11,6.84824E+11,6.84346E+11,6.12296E+11,
Canada,CAN,Improved sanitation facilities (% of population with access),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,
Canada,CAN,"Improved sanitation facilities, rural (% of rural population with access)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,
Canada,CAN,"Improved sanitation facilities, urban (% of urban population with access)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Canada,CAN,Improved water source (% of population with access),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,
Canada,CAN,"Improved water source, rural (% of rural population with access)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,
Canada,CAN,"Improved water source, urban (% of urban population with access)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Canada,CAN,Incidence of HIV (% of uninfected population ages 15-49),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Incidence of malaria (per 1,000 population at risk)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Incidence of tuberculosis (per 100,000 people)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.6,6.1,5.9,5.6,5.5,5.4,5.3,5.4,5.3,4.6,4.8,5.5,5.3,5.1,5.1,
Canada,CAN,Income share held by fourth 20%,,,,,,,,,,,,,,,,,,,,,,23.18,,,,,,23.06,,,,23.1,,,23.05,,,23.09,22.87,,22.81,,,,22.91,,,22.63,,,22.75,,,,,,
Canada,CAN,Income share held by highest 10%,,,,,,,,,,,,,,,,,,,,,,24.33,,,,,,23.9,,,,23.66,,,23.68,,,23.88,25.43,,25.63,,,,25.63,,,26.06,,,25.74,,,,,,
Canada,CAN,Income share held by highest 20%,,,,,,,,,,,,,,,,,,,,,,39.99,,,,,,39.37,,,,38.97,,,39.19,,,39.31,40.68,,40.78,,,,40.97,,,41.28,,,40.97,,,,,,
Canada,CAN,Income share held by lowest 10%,,,,,,,,,,,,,,,,,,,,,,2.52,,,,,,2.74,,,,2.83,,,2.79,,,2.65,2.39,,2.48,,,,2.53,,,2.7,,,2.68,,,,,,
Canada,CAN,Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,7.14,,,,,,7.5,,,,7.63,,,7.53,,,7.28,6.85,,6.91,,,,6.89,,,7.16,,,7.1,,,,,,
Canada,CAN,Income share held by second 20%,,,,,,,,,,,,,,,,,,,,,,12.7,,,,,,12.95,,,,13.07,,,12.99,,,12.91,12.6,,12.5,,,,12.36,,,12.31,,,12.39,,,,,,
Canada,CAN,Income share held by third 20%,,,,,,,,,,,,,,,,,,,,,,16.99,,,,,,17.1,,,,17.24,,,17.25,,,17.42,17,,17,,,,16.87,,,16.64,,,16.79,,,,,,
Canada,CAN,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.360999701,0.570385926,0.91598104,1.184557509,2.378693853,4.163525253,6.76023965,15.07235736,24.8974003,36.18644004,51.3,60.2,61.59329927,64.2,65.95596346,71.66,72.4,73.2,76.7,80.3,80.3,83,83,85.8,87.12,88.47,
Canada,CAN,"Industrial design applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3488,4102,4195,4500,4618,3430,4291,4437,4515,4500,4908,5049,
Canada,CAN,"Industrial design applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,580,640,569,664,839,851,790,847,846,859,797,
Canada,CAN,"Industry, value added (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.14588482,31.67454045,27.22083063,28.55106284,29.37529738,28.8839157,28.84544509,,,
Canada,CAN,"Industry, value added (annual % growth)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.705984519,-9.964351895,6.552263695,4.652235393,2.103087663,2.473393211,3.525348822,-2.108532859,
Canada,CAN,"Industry, value added (constant 2010 US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5705E+11,4.49253E+11,4.04488E+11,4.30991E+11,4.51042E+11,4.60528E+11,4.71918E+11,4.88555E+11,4.78254E+11,
Canada,CAN,"Industry, value added (constant LCU)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.70853E+11,4.62821E+11,4.16703E+11,4.44007E+11,4.64663E+11,4.74436E+11,4.8617E+11,5.03309E+11,4.92697E+11,
Canada,CAN,"Industry, value added (current LCU)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5751E+11,4.91249E+11,3.98826E+11,4.44007E+11,4.87105E+11,4.9277E+11,5.12645E+11,,,
Canada,CAN,"Industry, value added (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25947E+11,4.60402E+11,3.48899E+11,4.30991E+11,4.92274E+11,4.9317E+11,4.97812E+11,,,
Canada,CAN,"Inflation, consumer prices (annual %)",1.311754685,0.865982848,1.178563487,1.769230769,1.792463017,2.46101623,3.737446941,3.572854291,4.08556562,4.508424366,3.366108601,2.836575542,4.775,7.611548557,10.86474501,10.81333333,7.508121767,7.991046446,8.912840709,9.144542773,10.18308631,12.46241494,10.80335467,5.81615377,4.338823529,3.9509291,4.173897952,4.36484798,4.022667412,4.99501266,4.764688688,5.615234375,1.505845056,1.84136899,0.185279836,2.168229067,1.570531125,1.621216381,0.995942457,1.734842951,2.719439957,2.52512014,2.258394409,2.758563214,1.857258719,2.213552034,2.002025395,2.138383993,2.370270674,0.299466803,1.776871541,2.912135089,1.515678231,0.938291898,1.906635907,1.125241361,1.428759547
Canada,CAN,"Inflation, GDP deflator (annual %)",,0.458074541,1.414210834,2.061158446,2.599249377,3.359587158,4.980626773,4.401584956,3.635828763,4.505785272,6.056642029,4.83185463,5.90012527,9.686715636,15.19809743,10.69515381,9.496907424,6.796543933,6.602965643,9.98551538,10.07159878,10.77663486,8.83802407,5.76261687,3.527952934,3.328355564,3.067263117,4.761032693,4.54444536,4.713338852,3.423340044,3.094211252,1.50146792,1.302939151,1.470340198,2.260575656,1.744551308,1.14132265,-0.180438535,1.903893879,4.34127359,1.658242746,1.244227585,3.255939918,3.280222606,3.147044049,2.613426177,3.31877548,4.004975858,-2.29424686,2.874062219,3.242049692,1.221252376,1.585155038,1.89638514,-0.779228693,
Canada,CAN,"Inflation, GDP deflator: linked series (annual %)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Informal employment (% of total non-agricultural employment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Informal employment, female (% of total non-agricultural employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Informal employment, male (% of total non-agricultural employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Informal payments to public officials (% of firms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Insurance and financial services (% of commercial service exports),,,,,,,,,,,,,,,,,,,,,,10.72717102,13.14471043,12.99920111,12.52223485,13.32998046,10.08921951,9.779414934,8.481027608,9.036071985,9.241241652,9.524179292,10.010399,10.25126105,9.951554254,8.668164786,7.733322497,7.632970564,7.542758101,6.500136178,6.141141323,6.203835679,6.541006241,6.671818507,6.019830968,6.969393736,7.999968183,8.785835226,8.272062953,8.572267045,9.765202048,11.12054198,10.65268658,10.78885647,11.09423191,12.04616607,
Canada,CAN,Insurance and financial services (% of commercial service imports),,,,,,,,,,,,,,,,,,,,,,8.212472141,9.255024065,9.125872381,8.91619486,9.805524646,8.968853324,8.65463055,7.137087404,7.09318351,6.136191598,6.837739892,6.743106042,6.962830807,7.674843244,7.389764918,8.358367595,8.754747256,8.704018836,8.013840618,7.889938142,8.725364308,9.424707766,9.231171011,8.575342951,8.71517899,9.65559098,9.713224988,8.977737369,9.672725666,10.44316061,9.449970254,8.758764921,9.14970087,9.169350891,10.71696033,
Canada,CAN,"Insurance and financial services (% of service exports, BoP)",,,,,,,,,,,,,,,,,,,,,,10.18545619,12.41715676,12.24183553,11.86959292,12.62854615,9.520681032,9.217524757,8.032837455,8.570424125,8.752244593,9.06077445,9.558247777,9.857256794,9.55781491,8.370981349,7.511764371,7.422875896,7.368144204,6.343287398,5.999536615,6.058886148,6.399692514,6.512744638,5.884964063,6.811328193,7.82829549,8.600497683,8.098895483,8.37509378,9.558375041,10.91398393,10.47006621,10.61868939,10.92162253,11.86161871,
Canada,CAN,"Insurance and financial services (% of service imports, BoP)",,,,,,,,,,,,,,,,,,,,,,7.844290894,8.778303478,8.690016951,8.469586935,9.318992949,8.614330067,8.353240676,6.926687409,6.899305017,5.973760058,6.654227064,6.587850431,6.855796036,7.587840475,7.298919979,8.263898698,8.662295939,8.612140335,7.930450615,7.814771802,8.623920692,9.31850596,9.13225183,8.486235739,8.624562333,9.557553294,9.609940578,8.880041563,9.561207298,10.31608864,9.334095422,8.655759649,9.060385322,9.082344592,10.61756092,
Canada,CAN,"Intentional homicides (per 100,000 people)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.836046382,1.943734991,1.752079598,1.680283159,1.586370484,1.6,1.8,1.7,1.7,1.7,1.8,1.7,1.6,1.7,1.6,1.4,1.5,1.6,1.4,,,
Canada,CAN,"Interest arrears, long-term DOD (US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Interest arrears, official creditors (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Interest arrears, private creditors (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Interest forgiven (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Interest payments (% of expense),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.14288442,23.20660173,21.69381392,21.03074006,21.49282775,23.9048098,23.76867866,23.67329927,23.3204039,22.11073446,22.11073446,21.97170347,19.69237091,17.3059793,15.69754597,14.65929539,12.81351009,12.76488039,11.93206659,10.82567641,9.35084486,8.894200528,9.116602195,8.539713385,8.397000588,7.704855437,6.987532108,
Canada,CAN,Interest payments (% of revenue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.71048605,28.72729549,26.77287191,26.69402158,26.65589661,28.75353408,26.82837991,23.32471134,22.68230421,21.13327093,21.13327093,19.7103027,18.21401424,16.02369787,14.80248493,13.48823849,12.27662197,11.69354984,10.78758273,10.46093662,9.957371251,10.02012529,9.587826416,8.769526425,8.436848842,7.453759386,6.863696719,
Canada,CAN,Interest payments (current LCU),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42144000000,41311000000,39796000000,39489000000,40425000000,46579000000,45667000000,43735000000,44250000000,44028000000,44028000000,45626000000,42172000000,37108000000,35527000000,33808000000,32467000000,32529000000,31932000000,30645000000,27703000000,28280000000,28870000000,27334000000,27290000000,25223000000,23830000000,
Canada,CAN,"Interest payments on external debt (% of exports of goods, services and primary income)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Interest payments on external debt (% of GNI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Interest payments on external debt, long-term (INT, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Interest payments on external debt, short-term (INT, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Interest payments on external debt, total (INT, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Interest rate spread (lending rate minus deposit rate, %)",,,,,,,,,,,,1.731666667,0.641666667,0.771666667,1.4375,2.0625,1.395833333,1.541666667,1.5,1.583333333,2.729166667,3.333333333,2.895833333,3.833333333,3.125,2.791666667,3.4375,3.833333333,4.1875,4.25,4.208333333,4.1875,3.5625,2.729166667,2.894166667,3.363333333,3.06,3.055,3.525,3.558333333,3.7875,3.558333333,3.379166667,3.5875,3.216666667,3.625,3.9875,4.020833333,3.229166667,2.3,2.404166667,2.525,2.516666667,2.45,2.45,2.7,2.6
Canada,CAN,Interest rescheduled (capitalized) (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Interest rescheduled, official (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Interest rescheduled, private (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Internally displaced persons (number, high estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,,,,,120240,5800,,
Canada,CAN,"Internally displaced persons (number, low estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,International migrant stock (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66498834,,,,,16.60363369,,,,,17.95300441,,,,,18.84586509,,,,,20.54501101,,,,,21.80166365,
Canada,CAN,"International migrant stock, total",2766304,,,,,3020552,,,,,3251353,,,,,3517845,,,,,3810578,,,,,3900558,,,,,4333318,,,,,4864778,,,,,5511914,,,,,6078985,,,,,7011226,,,,,7835502,
Canada,CAN,"International tourism, expenditures (% of total imports)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.352410964,6.621338882,5.982916261,5.554783007,5.401933278,5.275966489,5.461557484,5.267109982,5.527308799,5.717682987,5.905185253,6.066645591,6.602773404,6.66741121,7.297713802,7.392970901,7.255738534,7.325942639,7.351651191,7.026525521,5.588834018,
Canada,CAN,"International tourism, expenditures (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12658000000,13815000000,14151000000,13384000000,13999000000,15125000000,14634000000,14257000000,16309000000,19267000000,22739000000,26067000000,31099000000,33844000000,30065000000,36975000000,41234000000,43010000000,43092000000,41084000000,29514000000,
Canada,CAN,"International tourism, expenditures for passenger transport items (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2398000000,2561000000,2671000000,2535000000,2500000000,2687000000,2673000000,2535000000,2972000000,3743000000,4718000000,5452000000,6458000000,6618000000,6027000000,7248000000,7846000000,7972000000,7922000000,7267000000,,
Canada,CAN,"International tourism, expenditures for travel items (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10260000000,11254000000,11480000000,10849000000,11499000000,12438000000,11961000000,11722000000,13337000000,15524000000,18021000000,20615000000,24641000000,27226000000,24038000000,29727000000,33388000000,35038000000,35170000000,33817000000,29514000000,
Canada,CAN,"International tourism, number of arrivals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16932000,17286000,17669000,18870000,19411000,19627000,19679000,20057000,17534000,19145000,18771000,18265000,17935000,17142000,15737000,16219000,16014000,16344000,16059000,16537000,17971000,
Canada,CAN,"International tourism, number of departures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18206000,18973000,19111000,17648000,18368000,19182000,18359000,17705000,17739000,19595000,21099000,22731000,25163000,27034000,26204000,28680000,30450000,32276000,32971000,33518000,32267000,
Canada,CAN,"International tourism, receipts (% of total exports)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.20595165,4.318095297,4.173473415,4.367292082,4.245097571,3.970557531,4.093394216,4.198465851,3.717624384,3.963850336,3.688333502,3.621799326,3.580664661,3.395422277,3.974414367,3.929136536,3.656806575,3.754855881,3.767880892,3.621016128,3.301562535,
Canada,CAN,"International tourism, receipts (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9176000000,10073000000,10390000000,11049000000,12024000000,13035000000,12680000000,12744000000,12236000000,15135000000,15887000000,16837000000,17961000000,18191000000,15568000000,18438000000,19989000000,20696000000,20941000000,20509000000,16203000000,
Canada,CAN,"International tourism, receipts for passenger transport items (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259000000,1466000000,1571000000,1635000000,1821000000,2257000000,2057000000,2057000000,1634000000,2106000000,2236000000,2281000000,2357000000,2523000000,1835000000,2609000000,3155000000,3289000000,3285000000,3033000000,,
Canada,CAN,"International tourism, receipts for travel items (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7917000000,8607000000,8819000000,9414000000,10203000000,10778000000,10623000000,10687000000,10602000000,13029000000,13651000000,14556000000,15604000000,15668000000,13733000000,15829000000,16834000000,17407000000,17656000000,17476000000,16203000000,
Canada,CAN,Internationally-recognized quality certification (% of firms),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Investment in energy with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Investment in telecoms with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Investment in transport with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.39700317,66.04799652,64.375,62.14899826,61.81100082,61.34000015,60.40000153,59.22600174,60.13499832,61.5719986,62.87099838,63.17599869,65.2009964,66.27400208,65.93099976,65.68499756,66.23500061,66.55799866,67.09700012,65.29499817,64.5530014,64.25299835,63.35900116,63.54000092,64.54100037,64.80000305,64.95600128
Canada,CAN,"Labor force participation rate for ages 15-24, female (%) (national estimate)",,41.18999863,,,,,,,,,,49.27000046,,,,,58.15999985,59.25999832,60.40000153,62.38000107,63.88999939,64.81999969,63.81999969,64.48999786,65.01999664,65.83999634,67.08000183,67.51000214,68.01999664,68.45999908,67.33999634,66.09999847,64.45999908,62.25,61.86000061,61.34000015,60.36999893,59.20999908,60.11999893,61.56000137,62.88000107,63.24000168,65.26000214,66.48000336,66.06999969,65.69999695,66.23000336,66.48999786,66.80000305,65.26000214,64.81999969,64.44999695,63.68999863,63.83000183,64.62999725,64.41999817,64.02999878
Canada,CAN,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.51799774,70.13700104,67.75800323,66.48799896,65.89399719,64.93499756,64.13600159,63.7120018,63.50899887,65.33499908,65.86399841,66.01899719,67.67900085,68.15299988,67.54599762,65.92500305,66.20899963,67.40499878,68.08999634,65.74299622,64.49299622,64.56400299,63.21900177,63.39500046,63.73799896,64.06900024,64.29799652
